headline,tag_1,tag_2,tag_3,years,day,month,date
中企在拉美实现双赢（中国梦·共赢曲）,拉美,企业,建设,2013,28,0,NA
睦邻友好 和平发展 合作共赢,合作,和平,睦邻友好,2013,27,0,NA
越南第一座绿色水电站中国建（中国梦·共赢曲）,绿色水电站,化水电站,中越关系,2013,15,0,NA
为墨西哥文明注入养分（中国梦·共赢曲）,文化,中墨关系,墨西哥文明,2013,14,0,NA
聚焦发展、开放包容、合作共赢  推进东亚合作向前发展,东亚合作,开放包容,聚焦发展,2013,11,0,NA
聚焦发展、开放包容、合作共赢  推进东亚合作向前发展,东亚合作,开放包容,聚焦发展,2013,11,0,NA
文化交流  促进了解（中国梦·共赢曲）,文化交流,威尼斯,文物,2013,6,0,NA
合作共赢增强地区活力,合作共赢,印尼,访问,2013,4,0,NA
双向激励，帮扶变共赢（民生观）,社区,大医院,通知,2013,30,0,NA
习近平同委内瑞拉总统马杜罗会谈（强调真诚友好互利共赢，不断推进中委战略伙伴关系）,会谈,马杜罗,委内瑞拉总统,2013,23,0,NA
书写中莫农业合作新传奇（中国梦·共赢曲）,农业,中莫关系,合作,2013,22,0,NA
“中国给我们带来了幸福”（中国梦·共赢曲）,弗兰克—米夏埃尔·库恩特,杜克普爱华公司,企业,2013,20,0,NA
丰富中约关系内涵　拓展互利共赢合作,合作,中约关系,互利共赢,2013,19,0,NA
波兰航空城轻拂“中国风”（中国梦·共赢曲）,中波关系,航空,“中国风”,2013,16,0,NA
坚持开放战略 实现互利共赢,经济,互利共赢,坚持,2013,15,0,NA
中国游客带动韩国经济发展(中国梦·共赢曲),中韩关系,吸引中国游客,旅游,2013,9,0,NA
推动构建互利共赢全球价值链,价值链,互利共赢,国际投资,2013,9,0,NA
睦邻友好  互利共赢  深化中哈全面战略伙伴关系,中哈关系,战略伙伴关系,合作,2013,8,0,NA
中国巴西密切教育交流（中国梦·共赢曲）,中巴关系,交流,教育,2013,2,0,NA
人民币业务走俏东南亚（中国梦·共赢曲）,人民币业务,东南亚,渣打银行企业银行产品管理部,2013,1,0,NA
内蒙古阿鲁科尔沁旗探索保护生态与发展畜牧业共赢 沙海上种草  增绿又增收(绿色焦点),牧民,种植,收入,2013,24,0,NA
与邻为善 互利共赢 中国投资助力周边国家发展（国际视野）,周边国家,国家投资,国际投资,2013,2,0,NA
做活“融”字文章  实现共进共赢,企业,党支部,职工,2013,23,0,NA
污染联防联控应协商共赢(专家视角),协商共赢,区域,专家,2013,20,0,NA
走相互尊重合作共赢之路（权威论坛）,中美关系,合作共赢,相互尊重,2013,10,0,NA
优势互补  寻求共赢（国际视点）,中国企业家俱乐部,国际,合作,2013,3,0,NA
创新合作求共赢,合作,中国航空研究院,创新,2013,25,0,NA
深化农业互利合作  促进中拉共赢发展,农业,合作,中拉关系,2013,10,0,NA
习近平同奥巴马总统共同会见记者（与包括美国梦在内的世界各国人民的美好梦想相通中美双方同意，共同努力构建新型大国关系，相互尊重，合作共赢，造福两国人民和世界人民）,奥巴马,中美关系,会晤,2013,9,0,NA
增进友谊  共赢未来,青年,韩中文化青少年协会,中韩关系,2013,4,0,NA
俄白哈关税同盟努力实现与中国互利共赢,关税同盟,俄白哈,欧亚经济委员会最高理事会,2013,31,0,NA
深化中德务实合作　实现互利共赢,合作,中德关系,互利共赢,2013,28,0,NA
期待推动中拉合作共赢,访问,合作共赢,中拉关系,2013,26,0,NA
欢迎更多印度企业与中国开展合作  实现更大规模的互利共赢,合作,中印关系,企业,2013,22,0,NA
继续搭建交流平台  力争实现三方共赢,交流平台,云南省昆明市委,方共赢,2013,22,0,NA
中德合作  互补共赢,中德关系,合作,德国普瑞公司,2013,17,0,NA
中印携手 实现共赢,中印关系,城建国际工程公司,企业,2013,14,0,NA
同舟共济  合作共赢  共创中欧美好未来,中欧,合作共赢,同舟共济,2013,23,0,NA
旅游开发应“与民共赢”（今日谈）,“与民共赢”,旅游开发,“一票制”,2013,14,0,NA
携手打造中欧互利共赢合作典范,合作,中欧互利,中芬关系,2013,10,0,NA
习近平会见博鳌亚洲论坛理事会成员（强调培育以平等交流、互鉴互惠、合作共赢为核心的“博鳌特色”）,博鳌亚洲论坛理事会,理事会成员,代表,2013,8,0,NA
亚非追求合作共赢发展,追求合作,大陆,博鳌亚洲论坛,2013,8,0,NA
变革中寻求共赢和持续发展,博鳌亚洲论坛,寻求共赢,企业,2013,7,0,NA
求和平 谋发展 促合作 图共赢,合作,金砖国家工商理事会,和平,2013,28,0,NA
与转型的中国经济共赢(感言),经济共赢,战略,经济建设,2013,26,0,NA
建立以合作共赢为核心的新型国际关系,国际关系,合作共赢,中俄关系,2013,24,0,NA
中华人民共和国和俄罗斯联邦关于合作共赢、深化全面战略协作伙伴关系的联合声明,合作,俄罗斯联邦,战略,2013,23,0,NA
传统友好与互利共赢,互利共赢,传统友好,合作,2013,21,0,NA
中美经济关系以尊重为前提  以合作为途径以共赢为目标,中美关系,合作,经济关系,2013,20,0,NA
中美经济关系以尊重为前提  以合作为途径以共赢为目标,中美关系,合作,经济关系,2013,20,0,NA
合作·创新·共赢,合作,创新,企业,2013,19,0,NA
合作·创新·共赢,创新,合作,国家元首,2013,19,0,NA
中国，互利共赢  倡导者践行者,和平发展道路,互利共赢,能够和平相处,2013,18,0,NA
中资企业在欧洲闯出共赢路（记者观察）,弗朗西斯科·阿尔布利奇奥,投资,市场,2013,15,0,NA
候鸟经济离共赢有多远（蹲点·沉下去，观察中国）,经济,房地产,经营,2013,1,0,NA
利他共生 互利共赢（感言）,互利共赢,企业,“走出去”,2013,30,0,NA
坚持和平发展　促进合作共赢,和平,坚持,合作,2013,29,0,NA
各国携手实现世界和平发展、合作共赢、公平正义,合作,世界和平发展,公平正义,2012,28,0,NA
平等互信 包容互鉴 合作共赢（权威论坛）,合作,和平发展,国际,2012,28,0,NA
我们的事业同世界共赢（印记）,合作,人民币离岸,文化,2012,20,0,NA
中国是合作共赢倡导者践行者,合作共赢,外国专家,倡导者,2012,6,0,NA
“我们的事业”  同世界共赢（国际论坛）,“我们的事业”,合作,对外开放,2012,6,0,NA
完善互利共赢、多元平衡、安全高效的开放型经济体系（学习贯彻十八大精神）,经济建设,互利共赢,安全高效,2012,4,0,NA
和平  发展  合作  共赢 为人类和平与发展的崇高事业不懈努力（权威论坛）,和平,报告,外交政策,2012,3,0,NA
泛珠合作 共赢南中国（区域经济观察）,区域,经济,合作,2012,30,0,NA
务实合作  方能共赢,中欧关系,务实合作,战略,2012,28,0,NA
带去经验  留下技术  实现共赢 赞比亚中国经贸合作区创新南南合作,合作,中赞关系,创新,2012,28,0,NA
和谐世界：共赢发展的中国贡献（科学发展　成就辉煌·十年回眸·重大战略）,战略,文化,和平,2012,4,0,NA
和谐世界：共赢发展的中国贡献（科学发展　成就辉煌·十年回眸·重大战略）,战略,文化,和平,2012,4,0,NA
合作共赢新篇章（思考·十年）,外交,合作共赢,和平,2012,10,0,NA
共享西部开发开放机遇　开创互利共赢美好明天,开创互利共赢,开发开放,美好明天,2012,27,0,NA
合作共赢信心更强,合作共赢,博览会,交流,2012,22,0,NA
合作共赢促发展,合作共赢,东盟博览会秘书处,自贸,2012,20,0,NA
互联互通  携手共赢,互联互通,首脑会议,携手共赢,2012,20,0,NA
旅游盛会亮点纷呈  群英荟萃合作共赢,旅游产业,产业博览会,合作,2012,19,0,NA
经济发展与生态保护共赢(科学发展大家谈),保护,科学,经济建设,2012,3,0,NA
追求“互补共赢”  打造“生态长廊”  实现“服务均质” 统筹城乡的“杭州解法”,统筹城乡,“杭州解法”,区域,2012,14,0,NA
谋合作共赢　议共御风险　推通道互联　促海上互通 泛北合作从共识走向实践,产业,泛北合作,北城市,2012,16,0,NA
"山西运城、临汾，陕西渭南，河南三门峡，这四个山水相连的欠发达城市,努力突破行政区划界限合作共赢—— 黄河金三角 携手谋发展",黄河金三角,产业,资源,2012,26,0,NA
"山西运城、临汾，陕西渭南，河南三门峡，这四个山水相连的欠发达城市,努力突破行政区划界限合作共赢—— 黄河金三角 携手谋发展",黄河金三角,产业,资源,2012,26,0,NA
播撒友好互信种子　收获合作共赢果实,合作,友好,领导人,2012,31,0,NA
促进环首都地区与首都和谐共赢（新书评介）,和谐共赢,区域,建设,2012,25,0,NA
以相互尊重为基础的互利共赢,中卢关系,卢森堡国民议会,相互尊重,2012,22,0,NA
推进互利共赢合作　发展新型大国关系,合作,大国关系,中美关系,2012,4,0,NA
增进友好互信　深化务实合作　促进互利共赢,友好,务实合作,互利共赢,2012,26,0,NA
寻求共赢、健康与可持续发展,博鳌亚洲论坛,企业,可持续发展,2012,1,0,NA
国防国企谋共赢（定格）,国有企业,国防,建设,2012,16,0,NA
合作共赢  共谋发展,中非泰达投资股份有限公司,合作共赢,经贸合作,2012,7,0,NA
互利合作  共赢发展,合作,农业,中美关系,2012,13,0,NA
积极务实  互利共赢,中美关系,合作,互利共赢,2012,13,0,NA
务实合作 互利共赢 中国石油国际化水平不断提升,合作,资源,国石油天然气集团公司,2012,11,0,NA
跨越竞技藩篱聚敛人气  展示城市风貌实现共赢 一年办22个马拉松说明什么,马拉松,城市,比赛,2012,9,0,NA
传统友谊谱新篇 合作共赢向未来,合作,传统友谊,访问,2011,25,0,NA
务实合作　互利共赢,互利共赢,经贸合作,中越关系,2011,20,0,NA
开放合作才能共赢 中国移动助力开发者实现创意,开发者,创意,因特网,2011,15,0,NA
纪念中国加入世贸组织10周年特别报道·共赢,纪念,NA,NA,2011,12,0,NA
只有分享才能共赢（寄语）,只有分享,经济,国际关系,2011,12,0,NA
只有分享才能共赢（感受入世10周年⑤·经济时评）,经济,入世,只有分享,2011,9,0,NA
有竞争才能共赢（感受入世10周年②·经济时评）,经济,竞争,入世,2011,6,0,NA
中国与世界共赢,进口,贸易摩擦,世贸组织,2011,18,0,NA
促合作　谋发展　求共赢,企业,中非合作,中非合作论坛,2011,17,0,NA
平等包容 开放公平 持续发展 互利共赢,亚太,开放公平,互利共赢,2011,13,0,NA
汇聚合作共赢新浪潮,合作,亚太,经济,2011,10,0,NA
增进友谊、促进合作、谋求共赢之旅,合作,谋求共赢,中奥关系,2011,6,0,NA
同舟共济　合作共赢（胡锦涛主席出席G20戛纳峰会）,首脑会议,合作共赢,出席,2011,5,0,NA
同舟共济　合作共赢（胡锦涛主席出席G20戛纳峰会）,首脑会议,合作共赢,出席,2011,5,0,NA
绿色发展  和谐共赢,和谐共赢,绿色发展,企业,2011,5,0,NA
合力推动增长　合作谋求共赢,合作,发展中国家,谋求共赢,2011,4,0,NA
加强合作  互利共赢,合作,互利共赢,访问,2011,3,0,NA
深化合作  发展共赢,中韩关系,经贸合作,投资,2011,27,0,NA
深化务实合作  促进互利共赢,互利共赢,务实合作,中希关系,2011,26,0,NA
推动“浙江经济”、“浙江人经济”融合共赢,“浙江经济”,浙商大会,“浙江人经济”,2011,25,0,NA
深化共办共赢　提高经贸实效 第八届中国—东盟博览会盛况空前,东盟博览会秘书处,投资,东盟博览会投资合作圆桌会,2011,21,0,NA
密松电站合作项目有利于中缅互利共赢,中缅关系,密松电站,合作,2011,4,0,NA
互利共赢谋发展,合作,代表,互利共赢,2011,3,0,NA
李彦宏：开放带来共赢,李彦宏,因特网,互联网创新,2011,29,0,NA
互利共赢  化“危”为“机”(读者反馈),互利共赢,网络传媒,知识产权,2011,13,0,NA
信任源于交流　合作带来共赢,合作,交流,中日关系,2011,7,0,NA
中国在非洲投资更关注互利共赢,投资,互利共赢,合作,2011,16,0,NA
国际社会  瞩目中国成就 期待合作共赢,成绩,国际社会,国际,2011,2,0,NA
和谐世界  合作共赢,合作,和平,经济,2011,30,0,NA
共创互利共赢、共同发展的美好未来,互利共赢,经济,共同发展,2011,18,0,NA
生态与产业共赢,产业,林业,森林,2011,15,0,NA
绿色发展 和谐共赢,报告,和谐共赢,绿色发展,2011,7,0,NA
融入世界  分享共赢（国际视野）,世贸组织,国际,经济,2011,7,0,NA
深化金融合作　实现互利共赢,金融合作,拉美地区,贷款,2011,1,0,NA
深化金融合作　实现互利共赢,金融合作,拉美地区,贷款,2011,1,0,NA
按需选派  双向共赢 四川千名干部人才援助藏区,干部人才,援助,援藏干部,2011,16,0,NA
开创互利共赢新局面,印尼,开创互利,赢新局面,2011,28,0,NA
发展  共享  共赢,演说,颁布,博鳌亚洲论坛,2011,21,0,NA
加强合作  互利共赢,合作,中国,互利共赢,2011,20,0,NA
加强沟通 实现共赢（国际视野·瞩目新兴市场国家）,新兴市场国家,国际,合作,2011,14,0,NA
经济与环保齐抓 发展与生态共赢 广西全力建设生态文明示范区,建设,文化,文明示范区,2011,9,0,NA
联动八方求共赢,合作,北部湾,联动八方求,2011,10,0,NA
互补共赢强保障（八一之声·军民融合系列报道之三）,军民融合,军队,互补共赢,2011,11,0,NA
中国入世十年同世界共赢,入世,世界经济论坛,帕斯卡尔·拉米,2011,29,0,NA
“走出去”与世界共赢（国际论坛）,企业,“走出去”,投资,2011,24,0,NA
交流互鉴　合作共赢,合作,技术,能源,2011,11,0,NA
加深相互理解  实现合作共赢,合作,中德关系,投资,2011,8,0,NA
推进中欧金融合作　共克时艰实现共赢,中欧金融合作,贸易投资促进团,改革,2011,7,0,NA
中西携手　互利共赢,合作,互利共赢,中西关系,2011,4,0,NA
共赢（温馨一刻·广州2010年亚残运会特别报道）,亚残运会,运动员,比赛,2010,15,0,NA
开创中印互利共赢新局面,中印关系,合作,互利共赢,2010,15,0,NA
欢聚　分享　共赢(社论),残疾人,亚残运会,社论,2010,12,0,NA
我们欢聚　我们分享　我们共赢,亚洲残疾人奥林匹克委员会,我们共赢,我们分享,2010,7,0,NA
实现农民、信用社、保险共赢 新华保险创新金融惠农手段,金融,新华保险,黑龙江省农村信用社,2010,6,0,NA
传承友谊谋发展　互利共赢向未来,访问,中非合作论坛,互利共赢,2010,25,0,NA
发展绿色经济　谋求互利共赢,绿色经济,国际绿色产业联合会,互利共赢,2010,24,0,NA
充分利用两个市场两种资源　增强保障能力实现互利共赢,资源,市场,保障能力,2010,17,0,NA
充分利用两个市场两种资源　增强保障能力实现互利共赢,资源,市场,保障能力,2010,17,0,NA
互利共赢　共同发展,合作,经贸,共同发展,2010,13,0,NA
丝路新语  互尊共赢,中阿关系,阿中友协理事会,友好,2010,8,0,NA
携手合作 互利共赢 共同推进世界经济的健康发展,合作,世界经济,企业,2010,7,0,NA
增强经贸交流 促进合作共赢（信息快递）,交流,合作共赢,中日关系,2010,3,0,NA
睦邻友好　合作共赢　共同发展,合作,共同发展,友好,2010,31,0,NA
英国馆见证了合作共赢（国际社会盛赞上海世博会）,上海世博会,合作,英国馆,2010,31,0,NA
深化务实合作　实现互利共赢,务实合作,互利共赢,会议,2010,28,0,NA
互助共赢　成就显著,合作,成绩,投资,2010,28,0,NA
中原经济区要实现合作共赢,经济区,合作共赢,顾问,2010,28,0,NA
两岸经济关系进入双向合作互利共赢新阶段,两岸经济关系,双向合作,互利共赢,2010,18,0,NA
加强务实合作　实现互利共赢,合作,中国,世界银行,2010,8,0,NA
坚持和平发展　实现合作共赢,合作,和平,坚持,2010,8,0,NA
探索泛北合作共赢新领域,泛北合作,新加坡国立大学东亚研究所,北部湾,2010,15,0,NA
移动互联 创造共赢（感言）,创新,因特网,移动互联网,2010,28,0,NA
互利共赢　深化合作,经贸合作,中澳关系,中新关系,2010,13,0,NA
引领创业　实现共赢 全国大学生技术创业开赛,全国大学生技术创业大赛,大学科技园,高等院校,2010,10,0,NA
深化合作  互利共赢,合作,中韩关系,中日关系,2010,28,0,NA
促进技术开发转让  建立互利共赢机制,机制,技术开发,互利共赢,2010,9,0,NA
共建　共赢　共享 甘肃庆阳与长庆油田架起地企“连心桥”,长庆油田,“连心桥”,生态环境,2010,26,0,NA
绿色发展　和谐共赢,中国五矿集团,绿色发展,和谐共赢,2010,22,0,NA
合作　开放　互利　共赢,合作,经济,国际金融,2010,17,0,NA
应对安全挑战　 推动互利共赢,访问,合作,首脑会议,2010,17,0,NA
谋合作 促共赢,合作,“金砖四国”,首脑会议,2010,17,0,NA
着眼长远　方能共赢（经济透视）,机制,市场,经济,2010,8,0,NA
走出去，实现互利共赢,中国,互利共赢,合作,2010,2,0,NA
深化经贸合作  实现互利共赢,经贸合作,互利共赢,中南关系,2010,2,0,NA
本土化经营获优势（联合 自强 融入 共赢  华商拓展海外经营路）,经营,企业,华商需,2010,1,0,NA
多元化经营惠当地（联合 自强 融入 共赢  华商拓展海外经营路）,经营,多元化,华商产业,2010,1,0,NA
依靠规模入主流（联合 自强 融入 共赢  华商拓展海外经营路）,经营,华商,南非宝利箱包厂,2010,1,0,NA
依靠联合闯出路（联合 自强 融入 共赢  华商拓展海外经营路）,经营,向华商,警察,2010,1,0,NA
依靠沟通拼市场（联合 自强 融入 共赢  华商拓展海外经营路）,经营,美国华商李社,市场,2010,1,0,NA
推动合作创新  实现互利共赢,合作,创新,中瑞关系,2010,30,0,NA
真诚合作　共赢发展,旅游产业,海南国际旅游岛,合作,2010,19,0,NA
有序参与　合作共赢（感言）,有序参与,合作共赢,政治,2010,7,0,NA
信心之策　共赢之策 中国自贸区战略稳步推进,战略,中日韩自贸,协议,2010,8,0,NA
金融扶贫  各方共赢,济困,金融,贷款,2010,7,0,NA
坚持互利共赢　深化经贸合作,深化经贸合作,中瑞关系,坚持,2010,28,0,NA
戴秉国在东盟秘书处发表演讲（中国—东盟自贸区是互利共赢共同发展）,东盟秘书处,演说,颁布,2010,24,0,NA
为了更高层面的合作共赢,合作,保税物流,建设,2010,6,0,NA
亚太合作　互利共赢,亚太,合作,会议,2009,16,0,NA
在西部大开发旗帜下开放合作共赢发展,西部大开发,开放合作,西博会,2009,21,0,NA
携手应对国际金融危机 实现互利共赢共同发展,国际金融危机,合作,共同发展,2009,16,0,NA
携手应对国际金融危机实现互利共赢共同发展,国际金融危机,上海合作组织,共同发展,2009,15,0,NA
60年讲信修睦，60年仁者无敌，从东半球到西半球，我们的朋友遍天下。中国与世界各国交往，强调相互尊重、平等互利、合作共赢，这种交往，更是一种君子之交，道义之交…… 主持公道  伸张正义(道义篇),和平,维护,伸张正义,2009,30,0,NA
办旅游产业盛会 建合作共赢平台,产业节组委会,旅游产业节,合作,2009,17,0,NA
中苏合作创共赢,中苏关系,合作,经贸,2009,11,0,NA
唇齿相依 合作共赢（驻外大使谈外交（十））,合作,大使,外交,2009,7,0,NA
从单向管理转向合作行政（政声）（□一种由开放的公共管理和有效的公众参与整合而成的公共治理模式正迅速崛起  □这种合作行政新模式，奉行开放、参与、合作、共赢，致力于提高行政的开放程度和柔性程度）,合作行政,单向管理,维护,2009,24,0,NA
主动作为 多方共赢 天津力争实现军转工作“三满意”,“三满意”,管理,干部交流,2009,11,0,NA
外延扩张互利共赢  内生增长产品为王 北方联合出版传媒探索发展新路,北方联合出版,出版传媒,辽宁少年儿童出版社,2009,22,0,NA
以真诚促合作　以发展谋共赢,合作,会晤,中欧,2009,22,0,NA
两岸携手 互利共赢,两岸携手,互利共赢,企业,2009,9,0,NA
两岸携手 互利共赢,两岸携手,互利共赢,企业,2009,9,0,NA
山东城乡住房建设多方共赢,建设,城乡住房,农村,2009,3,0,NA
融合创新  共赢未来 上汽自主品牌全面发力,自主品牌,上海汽车技术中心安亭总部,车荣威,2009,22,0,NA
增强信心　深化合作　实现共赢,经济,深化合作,建设,2009,19,0,NA
增强信心　深化合作　实现共赢,经济,深化合作,建设,2009,19,0,NA
加强对话合作　促进互利共赢,合作,知识产权,对话,2009,31,0,NA
互利共赢之举,中国贸易投资促进团,互利共赢,世界经济,2009,25,0,NA
创造新的共赢空间（国际论坛）,中美关系,创新,经贸,2009,16,0,NA
跨越太平洋的合作共赢(纪念中美建交三十周年),中美关系,合作,建交,2009,16,0,NA
和谐相处　合作共赢,中美关系,合作共赢,和谐相处,2009,5,0,NA
加强能源合作　实现互利共赢,能源合作,互利共赢,经济,2008,25,0,NA
坚持开放合作　寻求互利共赢,合作,互利共赢,坚持,2008,24,0,NA
生物质发电如何实现共赢,生物质发电厂,农民,政策,2008,17,0,NA
西电东送 实现东西部共赢（经典中国　辉煌30年）,西电东,东送,建设,2008,15,0,NA
结对共建  村企共赢（创新与实践）,江西省九江县农业协会党工委,创新,实践,2008,4,0,NA
同舟共济，互利共赢,互利共赢,合作,同舟共济,2008,26,0,NA
对话合作  互利共赢,合作,对话,首脑会议,2008,26,0,NA
亚欧携手　合作共赢,合作共赢,亚欧携手,经济,2008,25,0,NA
弘扬丝路精神　亚欧合作共赢（放眼全球）,亚欧合作,文化,亚欧首脑会议,2008,24,0,NA
11国共办共赢　八方喝彩助力,博览展会,东盟博览会,东盟博览会组委会,2008,21,0,NA
坚持睦邻友好 深化团结互信 实现互利共赢,合作,互利共赢,访问,2008,30,0,NA
坚持睦邻友好 深化团结互信 实现互利共赢,合作,互利共赢,访问,2008,30,0,NA
以加强党建保证科学发展  以互利共赢促进粤港澳合作,合作,科学发展,党建,2008,6,0,NA
以加强党建保证科学发展  以互利共赢促进粤港澳合作,合作,科学发展,党建,2008,6,0,NA
互利共赢可持续的对话（国际论坛）,对话,中美关系,互利共赢,2008,16,0,NA
搭桥沟通　合作共赢,博鳌亚洲论坛,合作共赢,首脑会议,2008,9,0,NA
共赢奥运　传播奥运,合作,北京奥运会,交流,2008,22,0,NA
共赢奥运　传播奥运 第二届１０＋３媒体合作研讨会在天津举行,媒体合作,合作研讨会,第二届,2008,20,0,NA
深化互利合作　实现共赢发展,互利合作,中克关系,经贸,2008,15,0,NA
对话促进理解　互信成就共赢,对话,北京奥运火炬,中欧关系,2008,28,0,NA
强力互动中寻求共赢,制造业变局,发达国家,知识经济转型,2008,25,0,NA
胡锦涛《坚持改革开放　推进合作共赢——在博鳌亚洲论坛二〇〇八年年会开幕式上的演讲》单行本出版,改革开放,坚持,合作共赢,2008,15,0,NA
坚持改革开放　推进合作共赢,合作,改革开放,坚持,2008,13,0,NA
坚持改革开放　推进合作共赢,合作,改革开放,坚持,2008,13,0,NA
绿色　变革　共赢,博鳌亚洲论坛,龙永图,NA,2008,11,0,NA
和谐才能共赢(时评),《劳动合同法》,企业,立法,2008,12,0,NA
巧用“白泥”带来共赢—— 青岛推动企业间废弃物循环利用（高举旗帜　科学发展·贯彻落实十七大精神）,废弃物循环,企业,十七大,2008,25,0,NA
摒弃偏见谋共赢（国际论坛）,合作,中美关系,首脑会议,2008,25,0,NA
在山东潍坊，借助农民专业合作社，银行与贷款农户紧密握手，农户、银行、合作社三方实现共赢—— 信贷支农好纽带,信贷支农,合作社,贷款,2008,17,0,NA
政府主导 优势互补 合作共赢 浙江山海协作推动区域协调发展,区域,地方发展,“山海协作工程”,2008,21,0,NA
研究国际政治经济关系的新视角（——《共赢性博弈论》简评）,国际,政治经济关系,见解,2007,14,0,NA
澳新北京文化节：交流为了共赢（文化现场）,北京文化,文化交流,北京歌剧舞剧院,2007,7,0,NA
共同推动经济全球化朝着均衡普惠共赢方向发展,经济全球化,方向发展,朝着均衡,2007,28,0,NA
东西共赢架新桥（高举旗帜　科学发展·贯彻落实十七大精神）,科学,东西共赢,十七大精神,2007,26,0,NA
深化互信合作  促进互利共赢,合作,互利共赢,中日关系,2007,22,0,NA
扩大合作  互利共赢,互利共赢,扩大合作,经贸,2007,21,0,NA
促进中非务实合作互利共赢,中国,中非务实合作,政策,2007,5,0,NA
发挥优势搭建服务平台 加强交流实现合作共赢 上海在服务全国中谋发展,合作交流,资源,大型企业,2007,10,0,NA
搭建桥梁 合作共赢,合作共赢,搭建桥梁,东盟媒体,2007,29,0,NA
中国愿与世界各国在共同发展中实现互利共赢,合作,国际投资,共同发展,2007,9,0,NA
维护公平原则  坚持互利共赢,中美关系,经贸,互利共赢,2007,4,0,NA
东北亚投资贸易博览会暨东北亚经贸合作高层论坛开幕（曾培炎希望加强区域合作，实现互利共赢，共创东北亚繁荣和谐美好的明天）,合作,东北亚,博览会,2007,3,0,NA
吉林白山发展与环保互促共赢,环保,环境,工业总产值,2007,11,0,NA
解决环境问题的共赢之策（国际论坛）,环境问题,发达国家,发展中国家,2007,7,0,NA
互利共赢谋发展,互利共赢,合作,中南关系,2007,19,0,NA
中石油：奉献能源 互利共赢（中国企业走出去）,企业,能源,互利共赢,2007,13,0,NA
中石油：奉献能源 互利共赢（中国企业走出去）,企业,能源,互利共赢,2007,13,0,NA
合则共赢—— 透过ＣＥＰＡ看香港经济的下一个十年,香港经济,ＣＥＰＡ,服务业,2007,1,0,NA
“中国入世带来了共赢”,帕斯卡尔·拉米,入世,世贸组织,2007,18,0,NA
搭建互利共赢大平台（热点对话）,对话,中美关系,经济,2007,25,0,NA
“携手合作，互利共赢”,互利共赢,经贸合作,演说,2007,26,0,NA
坚持互利共赢　促进共同发展  全面推进中非新型战略伙伴关系,战略,坚持,合作,2007,26,0,NA
内地香港证券市场实现互利共赢,香港证券市场,企业,内地企业,2007,21,0,NA
产业结构调高调优调轻  中外企业实现互利共赢 南京构筑开放型经济发展新格局（科学发展　共建和谐）,开放型经济,科学发展,经济建设,2007,28,0,NA
产业结构调高调优调轻  中外企业实现互利共赢 南京构筑开放型经济发展新格局（科学发展　共建和谐）,开放型经济,科学发展,经济建设,2007,28,0,NA
“联合发展、联合经营”（——广电体制改革的“南方模式”实现共赢）,联合经营,广东广播电视,南方电视台,2007,20,0,NA
一湾碧水求共赢,北部湾,合作,经济合作,2007,20,0,NA
温家宝总理出席第二届东亚峰会（发表题为《合作共赢 携手并进》的讲话）,首脑会议,东亚,出席,2007,16,0,NA
温家宝总理出席第二届东亚峰会（发表题为《合作共赢 携手并进》的讲话）,首脑会议,东亚,出席,2007,16,0,NA
合作共赢　携手并进,合作共赢,能源,教育,2007,16,0,NA
化挑战为机遇（提高开放水平　实现互利共赢⑦）,入世,中国,经济,2006,19,0,NA
这五年就像坐过山车（感言●提高开放水平 实现互利共赢⑥）,像坐,山车,国际,2006,18,0,NA
胡锦涛会见出席中美战略经济对话的美方代表（指出双方应本着互利共赢、共同发展的精神，把两国经贸合作的良好势头保持和发展下去。同时应通过坦诚对话、友好协商，以积极的态度处理两国经贸合作中存在的问题）,中美关系,战略经济对话,经济,2006,16,0,NA
期待与高手过招（感言 提高开放水平 实现互利共赢⑤）,世贸组织,关键词,档案,2006,15,0,NA
开放使中外资银行共赢（提高开放水平 实现互利共赢④）,中外资银行,互利共赢,中国银行业,2006,14,0,NA
车价降 车型增 汽车文化在形成（提高开放水平 实现互利共赢③）,汽车文化,车价,进口,2006,13,0,NA
外资对零售业冲击不大(提高开放水平 实现互利共赢②),外资,零售业,商业,2006,12,0,NA
互利共赢 提高水平（经济热点）,经济,中国,互利共赢,2006,11,0,NA
双赢 多赢 共赢（思想纵横）,双赢,多赢,中国,2006,1,0,NA
推动共同发展 谋求和谐共赢,共同发展,谋求和谐共赢,合作,2006,19,0,NA
携手·合作·共赢,合作,中越关系,集团成衣生产车间,2006,15,0,NA
加强中非合作 促进互利共赢,中非合作,中非企业家大会,互利共赢,2006,5,0,NA
和谐·友谊·合作·共赢,合作,中国,访问,2006,5,0,NA
深化友谊 促进共赢（首脑访谈）,合作,阿马杜·图马尼·杜尔,福雷·纳辛贝,2006,4,0,NA
平等互信 合作共赢,合作共赢,平等互信,对话,2006,30,0,NA
平等互信 合作共赢,合作共赢,平等互信,对话,2006,30,0,NA
互惠互利  携手共赢,区域,经济,自由贸易区,2006,27,0,NA
广东经济与资源环境和谐共赢(落实科学发展观·构建和谐社会·以科学发展增强和谐社会物质基础),经济,资源,环境,2006,22,0,NA
“中欧科技年”正式启动（作为中欧关系史的一件大事，这项以“携手创新，互利共赢”为主题的活动，将促进双方进一步利用国际科技资源，加强从基础研究到技术创新的全方位合作）,“中欧科技年”,科技合作,欧盟研究总司,2006,12,0,NA
